gene,label
MAP1B,NA
ZNF488,0
ETFDH,NA
RND1,NA
SPOPL,0
PRICKLE1,NA
PSMB8,NA
PIN4,NA
PPP1R13B,NA
ERMP1,NA
NR4A3,1
MACROD1,NA
ZWINT,NA
RNF8,NA
CAPNS2,0
SMPD1,NA
DUSP12,0
RPH3AL,NA
CREB3L3,NA
TMEM167B,0
TRMT112,0
DCP1B,NA
GSK3A,NA
TNFAIP8,NA
ZNF230,0
CBR1,NA
CHMP4A,NA
PPP1R14B,NA
ZNF497,NA
HNRNPLL,NA
SELENOK,NA
MYBPC3,NA
KCNIP2,0
FBXO44,NA
MPDU1,NA
NOL3,NA
AGPAT4,NA
UBTFL1,NA
PSMD5,NA
PLPPR2,0
SRGN,NA
CYP3A5,NA
CYB5A,NA
ZNRD1,NA
TRAK1,NA
POLI,NA
GDF2,NA
GLE1,NA
ACMSD,0
C9orf72,NA
TOMM34,NA
TBX19,NA
TUFT1,NA
PLEK,NA
INPP5A,NA
ATAD1,NA
CRIP3,0
HACD2,0
RHBDD1,NA
NSDHL,NA
MSMO1,NA
ADAM9,NA
FHOD3,NA
MICU1,NA
MCU,NA
CTIF,NA
TUBB3,NA
INHA,NA
RAB21,NA
BHMT,NA
PLCB4,NA
EIF3M,NA
SSU72,NA
STAG2,1
ACSS1,NA
EIF5A2,NA
ECHS1,NA
ODF2L,0
SPRR3,NA
NXF3,NA
NXT2,NA
ZBTB22,NA
MRPS28,NA
VPS4A,NA
NUBPL,NA
POLR2C,NA
SFR1,NA
POLR2J,NA
RPH3A,NA
CARD17,0
RAB3A,NA
IGFBP6,NA
GEMIN7,NA
TAPBP,NA
E2F3,NA
KRTAP19-2,0
R3HDM2,0
NUDT16L1,NA
GLCE,NA
PCDHB5,NA
DGKB,NA
AARSD1,NA
PTGES3L-AARSD1,0
SLC22A2,NA
RNF34,NA
SLC35A4,0
KRTAP4-4,0
MEIS3,0
RPRD2,NA
B4GALT3,NA
GAS7,1
TEKT2,NA
CEP170,NA
LRRC6,NA
UTP25,0
KRT25,NA
SWSAP1,NA
ZSWIM7,NA
ATP6V0E1,NA
GLRX,NA
TAF1D,NA
EDRF1,0
NAA20,0
TSPY10,0
ZNF331,1
ZNF547,0
MACO1,0
PRIM2,0
PRIM1,NA
LCE1E,NA
CLPTM1,NA
KRTAP19-3,0
UBN2,NA
HIRA,NA
CHGA,NA
NFE2L3,NA
ACOT8,NA
KIF13B,NA
FAM241B,0
BTNL9,0
OXNAD1,0
CDC42EP3,NA
BEND5,0
STRN,1
KCNK5,NA
DLGAP4,NA
M6PR,NA
SMC6,0
RHBDF1,NA
TRAPPC10,0
MED15,NA
TSPAN1,NA
SLURP1,NA
BBS10,NA
FRG1,NA
NELFA,0
HLX,0
LANCL2,NA
POLR3A,NA
IFT88,NA
IFT172,NA
CGGBP1,NA
NDUFV3,NA
ARID5B,NA
METAP1,NA
IER3,NA
RHD,NA
MT2A,NA
FDFT1,NA
SDF4,NA
CABP2,NA
HDGFL2,NA
PHF12,0
BICDL1,NA
MS4A1,NA
ST6GAL2,NA
TCTN2,NA
SEC61A2,NA
DNAJC21,NA
UBE3D,0
KRTAP5-3,0
ATF7IP2,NA
TLCD1,0
STRN4,NA
SKA2,NA
GET4,NA
PSENEN,NA
PCYT1A,NA
EIF2AK4,NA
CLDN8,NA
PQLC2,NA
LSG1,NA
LSM8,NA
5-Mar,NA
NOSIP,NA
CBARP,NA
PORCN,NA
MAGI2,NA
AKR1B1,NA
ECM1,NA
GID8,NA
EIF3K,NA
ARIH2,NA
CTNNA3,NA
KATNAL1,NA
DNAH6,NA
CFL2,NA
ANXA10,NA
MYO5C,NA
NEFM,NA
STX19,0
AICDA,NA
TRIB1,NA
TM4SF19,0
NARF,0
SFRP4,1
CBS,NA
CADPS,NA
POLQ,1
KCNA10,NA
CCDC86,NA
SH3GL1,1
ARIH1,NA
RHAG,NA
CTSZ,NA
DLG2,NA
OAS1,NA
KCNF1,NA
PA2G4,NA
GOLPH3,NA
AATK,NA
KRT32,NA
PRTFDC1,NA
SIK1,NA
RTN4IP1,NA
SPP1,1
AHNAK,NA
CMTM7,NA
TVP23B,0
RHOBTB3,NA
STARD13,NA
RND3,NA
ZFP2,0
SYMPK,0
NEK7,NA
H2BFS,0
ZNF426,0
ACAT1,NA
ZNRF1,NA
TREML1,NA
SSNA1,NA
KCTD7,NA
DERL2,NA
MCCD1,NA
MYOT,NA
DOCK8,NA
DNALI1,NA
LGALS7,NA
LGALS7B,NA
SIX2,1
AMIGO1,NA
LIG1,NA
NSMF,NA
SUPT20H,0
PSG9,NA
MOAP1,NA
PLIN2,NA
DNAAF4,NA
ORMDL1,NA
RGS4,NA
CHRM3,NA
HEXIM1,0
HLA-DRB3,NA
CLEC10A,NA
PEX16,NA
HSD17B11,NA
TPRG1,0
KRT28,NA
SPATA18,NA
DTX3L,NA
NFIX,NA
CHMP6,NA
NPPA,NA
CYB5R1,0
LSM5,NA
ITGB1BP1,NA
ZNF26,NA
USP30,NA
ZNF114,NA
TUBB2B,NA
MGAM,NA
MIS18BP1,0
HSPA4L,0
MYADML2,0
MBIP,NA
DDX47,NA
RABGAP1L,0
PSIP1,1
BLOC1S4,NA
RGS22,NA
SAMD11,NA
BBS12,NA
SYCE3,NA
LCE1C,NA
ORMDL2,NA
BIN3,NA
MPHOSPH10,0
IDH2,1
CELF4,NA
PIWIL4,NA
DNAJB6,NA
FAM174A,0
CALCOCO1,0
TAOK3,NA
ODF4,NA
LMAN2,0
LCE3B,NA
TMEM190,0
MOB4,NA
ADRA1A,NA
TBC1D20,NA
MAST1,NA
AK2,NA
USP26,NA
NOL8,NA
GJB6,NA
LNPEP,NA
ARHGEF3,NA
VKORC1L1,NA
AGMAT,NA
LRRK1,NA
NEDD1,NA
DPPA3,NA
C9orf24,0
DYRK4,NA
LCE1F,NA
LCE2D,NA
EXOSC1,NA
KIR3DL3,0
IER2,0
CXXC1,0
MLIP,NA
CTTNBP2,NA
PRKG2,NA
LAIR2,0
EMILIN1,NA
UNC50,NA
GRPEL1,NA
RPGRIP1,NA
FGF8,1
DYNC2LI1,NA
ZNF20,NA
ZNF596,0
SERTAD2,NA
NISCH,NA
RAB9A,0
ALG13,NA
LHX4,NA
SNRNP25,0
INCENP,NA
PRDM9,NA
SLC16A4,NA
VSTM4,0
ZNF281,0
ADGRD1,NA
PRAF2,NA
KRTAP5-7,0
POMK,NA
FGFR1OP,1
CCDC167,0
APOC4,NA
PSMA2,NA
PLEKHM1,NA
ATP6V0A1,NA
SEH1L,NA
GPT2,NA
COX17,NA
INPP5E,NA
RNF19B,0
TTC5,0
FIGNL1,NA
ELMO3,NA
EPGN,0
KRTAP9-8,0
RPS29,NA
MSL1,NA
SSTR2,NA
SMIM1,NA
LSMEM1,0
CYB561,NA
POLR3K,NA
SEC24C,NA
NKX2-1,1
IMPA1,NA
IMPA2,NA
AKR1A1,NA
DIDO1,0
ZCCHC17,0
PDRG1,NA
MYH7,NA
KRT71,NA
A1CF,1
ESYT2,NA
ESYT1,NA
ZDHHC22,0
ANKRD34A,0
LYPLA2,NA
PTK7,NA
FOXB1,0
F3,NA
FHIT,1
POMP,NA
SLC35G1,NA
TOB2,NA
FAM136A,NA
LSM1,NA
ESYT3,NA
KMT2C,1
TSEN54,NA
BCAS1,NA
INO80,NA
ACTR5,0
KLF10,NA
FOXC1,NA
CHAF1B,0
DMD,NA
GABRG2,NA
CCNB1IP1,1
LSS,NA
DSTYK,NA
RFT1,NA
DNHD1,0
COL4A3BP,NA
CSNK1G2,NA
DUSP6,NA
CROCC,NA
CD160,NA
CLK4,NA
LEPROT,NA
NDUFAF4,NA
SP4,NA
MRPS18B,NA
CNOT3,1
LCE2A,NA
AADAC,NA
TPP2,NA
TRIM9,NA
SOX18,NA
BBIP1,NA
KRT24,NA
MTRR,1
MTR,NA
DGAT2,NA
TNFRSF6B,NA
DMPK,NA
SEC11C,0
LRP12,NA
SLC9A9,NA
RNH1,NA
TAF11,NA
SURF6,NA
MNS1,NA
ADORA1,NA
OR7D4,NA
DAO,NA
COPE,NA
BMPR1B,NA
MED31,0
VPS26A,NA
SPARCL1,0
AP3D1,NA
WASHC2A,0
CHMP4C,NA
PRUNE1,NA
PTOV1,NA
CCR4,1
RPAP1,NA
ANAPC10,NA
LAMC1,NA
LRSAM1,NA
ZBTB49,NA
DCP2,NA
ZNF578,0
MRPS35,NA
CDC42BPB,NA
KRTAP5-8,0
WNT11,NA
NKRF,NA
GPRC5B,NA
GREM1,NA
NR2F1,NA
SDHD,1
TSEN2,NA
SPX,0
TPRX1,NA
6-Mar,NA
RAP2B,NA
SCRN1,NA
ZNF25,NA
APLP2,NA
BAALC,NA
PRMT8,NA
CYB561A3,0
IFNA2,NA
STK26,NA
NRG4,NA
SLC19A3,NA
SLC39A13,NA
UPK2,NA
AKIP1,NA
SLC12A7,NA
MRAS,NA
GDI1,NA
NOS2,1
ADI1,NA
SPTBN4,NA
DPM3,NA
DNAJC2,NA
UQCRC1,NA
FAM84B,NA
TBX5,NA
BRD1,0
DPP3,NA
LSM7,NA
MID1IP1,NA
KLK9,NA
LCA5,NA
CIAPIN1,NA
MMD2,NA
GTF2H5,NA
EPM2A,NA
NHLRC1,NA
RIPPLY3,0
RBP1,NA
TBC1D10A,NA
FBXL3,0
F7,NA
UGT1A3,NA
SNX30,0
PDCD10,NA
IFT81,NA
SRR,NA
TEX29,0
HOOK3,1
PAF1,NA
SLC35F1,0
NUDT14,NA
MTSS1,NA
CLDND1,0
HOXB6,NA
FTO,NA
THAP12,NA
PGAP2,NA
SPATS2L,NA
EDC4,NA
BTBD6,0
ACTBL2,NA
ZNF185,NA
KRT78,NA
PSMB4,NA
DTNA,NA
HILPDA,NA
APOH,NA
NAT14,0
APCDD1L,0
TSPYL2,NA
HBD,NA
CAMK1D,NA
TLK1,0
DDX54,NA
KRT72,NA
NMUR2,NA
SLC35G2,NA
CEP97,NA
KRT76,NA
ITM2A,NA
DNPH1,0
USP25,NA
FOXR2,NA
MTMR14,NA
FGB,NA
PPOX,NA
CEP250,0
GOLGA7B,NA
MSH3,NA
DLST,NA
CNOT9,NA
SACS,NA
ARHGEF16,0
SYT3,NA
ZNF726,0
GPKOW,NA
TANC1,NA
BIVM,0
ZNF784,0
TSPYL6,0
CD207,NA
DPH2,NA
ECE1,NA
SNX11,NA
SNAP47,0
RCOR1,0
VKORC1,NA
ZNF213,NA
POLK,NA
ADCYAP1,NA
SEZ6L,NA
ZNF138,NA
RNF139,NA
HM13,NA
LRG1,NA
SELENBP1,NA
DAPK2,NA
POLR3GL,NA
CKMT1A,NA
CKMT1B,NA
IFT80,NA
ZNF579,0
SFTPC,NA
UNC93A,NA
ZNF275,0
ZNF593,NA
SERINC3,NA
RFX3,NA
ALG3,NA
CST2,NA
AKAP14,NA
HAP1,NA
CDK2AP1,NA
KRT80,NA
TRIM10,0
XPO6,NA
RBBP5,NA
DLX4,NA
IQCN,0
KLHL41,NA
MCM3,NA
ELF5,NA
NRIP2,0
USP39,NA
RBFOX1,NA
KCTD5,NA
EIF4H,NA
UNC5B,NA
NEO1,NA
CNFN,NA
P4HA2,NA
ZNF280C,0
SERPINF1,NA
AK3,NA
ARHGEF40,0
POMGNT1,NA
SLC35E4,0
ANAPC7,NA
ACOX2,NA
CDH23,NA
TRDMT1,NA
NAT8,NA
DNAJC15,NA
SCP2,NA
MC2R,NA
CMTM2,NA
PIGU,NA
PMVK,NA
DNAJC4,0
RTP2,NA
PTPRZ1,NA
TOPBP1,NA
CNKSR1,NA
CYTH3,NA
RITA1,0
C14orf180,0
ETFA,NA
MIS12,NA
PMF1,NA
GATA6,NA
KLF13,NA
COG4,NA
HSD17B1,NA
DNAH10,NA
KMT5A,0
TRIM29,NA
PFDN6,0
ZNF829,0
IRAK1BP1,NA
B3GAT3,NA
AHSA1,NA
UTP14C,0
SNORC,0
HCN4,NA
ZBTB43,0
METTL3,NA
METTL14,NA
KRTAP23-1,0
MYADM,NA
SMNDC1,0
MAP1S,NA
SLC35E3,0
PRPF4B,NA
TRIM16,NA
JMJD1C,NA
SLC41A3,NA
MANBAL,0
OTOP2,NA
APBA1,NA
SLX4,NA
LRRC4C,NA
CHI3L1,NA
CRACR2A,0
TMEM69,0
FABP3,NA
TMED9,0
RNF144A,0
H3F3C,NA
TRHR,NA
SCUBE3,NA
IGF2BP1,NA
PTTG1IP,NA
TMEM139,NA
EFNA4,NA
EPHA7,1
SIGLEC7,NA
FOXK2,NA
COG3,NA
VGLL4,0
AAK1,NA
SPG7,0
CRYAA,NA
DCLRE1B,NA
KDM4A,NA
DEGS1,NA
SELENON,NA
IQCE,NA
ZNF639,0
SURF1,NA
COA3,NA
ITPRIP,0
RAB5B,NA
VPS18,NA
STX7,NA
ATAD5,NA
NUP85,NA
G6PD,NA
RPS28,NA
NANS,NA
NCAPD3,NA
CCL16,NA
CCR9,NA
SCAMP4,NA
SSR1,NA
LURAP1,NA
LIN7A,NA
CNPY2,0
ELOVL6,NA
MDH1,NA
PITPNB,NA
ZFP90,NA
TCOF1,NA
STAG1,1
FAH,NA
CITED2,NA
CRABP1,NA
PEBP4,0
DIRAS3,NA
OPN1SW,NA
PPP2R5A,NA
TMUB2,0
MRPL20,NA
PRF1,1
TM7SF2,NA
CHRM4,NA
CD302,NA
PQBP1,NA
SBDS,1
AAMDC,0
PRKAR2B,NA
ZNF607,0
HLF,1
ECI1,NA
KRTAP7-1,0
PARP4,NA
PDCD1LG2,1
IARS,NA
APCDD1,NA
SERPINA5,0
FAF2,NA
TMEM174,NA
MYDGF,0
KRTCAP3,0
DNAJB5,NA
E2F2,NA
MAATS1,NA
RXFP1,NA
BRAT1,NA
CEACAM7,0
RBFA,0
ZMAT5,0
ZNF165,NA
ZFP1,NA
LPIN3,NA
HIPK4,NA
ZSCAN20,NA
LIMS3,0
SH3BP5,NA
SNX5,NA
SCN5A,NA
PCDH9,NA
SLC16A12,NA
SESN2,0
ZNF207,NA
NEIL2,NA
SMYD2,NA
PSCA,1
TOR1AIP2,NA
SLAMF6,NA
CNTFR,NA
MOB1A,0
POLG,1
POLG2,NA
C11orf54,NA
ARPC1A,NA
RAB10,NA
KCTD12,NA
TBX6,NA
ANO8,0
TMEM115,NA
HHEX,NA
NELFB,0
ATP6V1C1,NA
ZNF821,0
KALRN,NA
FIG4,NA
ZNF618,NA
TMEM72,0
RSAD2,NA
MBD4,NA
CSGALNACT2,NA
SOX3,NA
THEM4,0
ADGRG3,0
ZNF703,NA
SCAI,0
GMPPA,NA
UBR5,1
RNF220,NA
TSPYL4,0
IFT122,NA
EPB41L3,NA
PALMD,NA
ABLIM3,NA
RPE,NA
SNRNP48,0
PSPH,NA
DCN,NA
DZIP1,NA
SLC15A4,NA
SLC15A3,NA
ZNF319,0
NPSR1,NA
SGO1,0
VSTM1,NA
RERE,NA
CWC15,0
CA3,NA
OR2AG1,0
DEPP1,0
KCTD1,NA
SPNS1,NA
PANK2,NA
UROD,NA
TMEM123,NA
CLCN5,NA
REEP1,NA
MLF2,NA
TRAF3IP3,NA
DHPS,NA
EIF5A,NA
ZBTB6,0
AOC3,NA
SYNGR1,NA
NR2F6,NA
LCOR,NA
RANBP3,NA
HUS1,NA
UGT8,NA
AGPAT5,NA
CHTF18,NA
EBF1,1
PASK,NA
NCS1,0
CEP89,1
RASSF2,1
SPDYA,NA
ZNF511,0
ISL1,NA
STARD3NL,NA
ZNF343,0
SLC52A1,NA
KHK,NA
BLCAP,NA
EI24,NA
CNOT4,NA
LHX8,NA
CD69,NA
TRIM8,NA
RNF170,NA
HACD1,NA
FGF14,NA
TTPA,NA
SLN,NA
ZBTB45,0
HSF2,NA
GYG1,NA
PEX11B,NA
STRA8,NA
MIDN,NA
CD68,NA
TMEM92,0
DERL3,NA
PEG10,NA
MGST2,NA
MRPL38,NA
TLK2,NA
SIM2,NA
ZSCAN23,0
EMG1,NA
SLC35F6,0
NR2C2AP,NA
MRPS14,NA
PPP1R16B,NA
JPH2,NA
CNOT10,0
APLNR,NA
SSBP3,NA
FZD10,NA
SYNGAP1,NA
IQSEC1,NA
FBXO27,NA
RDX,NA
MCF2,NA
CLASP1,NA
GIPR,NA
FRMD3,NA
CHRNG,NA
MITD1,0
CHMP2A,NA
NANOS3,NA
ALDH2,1
ALDH1A1,NA
MED6,0
FST,NA
GFM2,0
CNIH4,NA
TPPP,NA
XCL1,NA
ARHGEF10,1
UGT2B7,NA
GABRA3,NA
RNF130,0
S100A14,NA
SLC16A13,0
SPAG4,NA
PERP,NA
NKX2-6,NA
TM9SF1,NA
EPS15L1,NA
PTPN5,NA
CLDN10,NA
HTR4,NA
MAK16,0
WRAP73,0
FUT9,NA
GLRB,NA
CYHR1,NA
TAGLN2,NA
ZSCAN16,0
ARV1,NA
MAT1A,NA
SYNJ2,NA
SLC30A4,NA
GRIK3,NA
GPX1,1
TCF23,NA
GSTA4,NA
URAD,NA
PAX9,NA
LRIF1,NA
PDE3B,NA
ZMYND8,NA
CXorf66,0
ATOX1,NA
EPDR1,0
ZNF503,NA
TTLL10,0
TSHZ2,NA
HCST,0
MPST,NA
ZNF646,0
KIZ,NA
GATAD2A,NA
GNPAT,NA
RAD9A,NA
UBA6,NA
CHRAC1,0
RCC2,0
BAAT,NA
CLDN1,NA
HSPB11,0
RORB,NA
NSD3,1
UFM1,NA
FABP5,NA
FOXN4,NA
CEP68,NA
COG2,NA
RAB22A,NA
THG1L,0
HPRT1,NA
SLC22A6,NA
DCANP1,0
MED17,NA
MED22,0
HOXB9,NA
TOM1,NA
SOX30,NA
COPZ1,NA
ACY1,NA
TPCN1,NA
TPCN2,NA
ZNF599,0
ZNF641,NA
PRH2,NA
PDF,0
PYM1,0
CDC42EP2,NA
ZNF219,NA
MGLL,NA
TMBIM1,NA
B3GALNT2,NA
RPL36AL,NA
ARFGEF1,NA
ZBTB4,NA
RAB7B,0
IFT27,NA
TTC25,NA
CCR3,NA
VWC2,NA
ABHD15,0
FPR2,NA
MLLT1,1
EHD4,NA
BEST2,NA
RAB11FIP1,NA
RNF144B,0
TRAPPC8,NA
DNAJB2,NA
ACSBG1,NA
UCP2,NA
NRN1L,0
PRDM15,NA
HTR2A,NA
DCPS,NA
UTP3,NA
PFKFB4,NA
ELL2,NA
ZNF41,NA
DMGDH,NA
ERVFRD-1,NA
BCAS4,NA
MVB12A,0
PIK3AP1,NA
KCNN3,NA
HAUS7,NA
CDK13,NA
SEPSECS,NA
SLC15A2,NA
NR4A2,NA
TRPM6,NA
CENPA,NA
JMY,NA
CAMK1,NA
GNRHR,1
GPAA1,NA
RDH5,NA
OR10AG1,NA
PTGDS,NA
IAPP,NA
SULT1A2,NA
PCYOX1,NA
IPO9,0
FTCD,NA
APLF,0
PTGES,NA
TSPAN7,NA
NDUFAF2,NA
MT1B,NA
SMIM14,0
DNAAF1,NA
DRC3,0
PKHD1,NA
DDX25,NA
KNTC1,NA
ZWILCH,NA
EVA1A,0
SPTB,NA
HOXD12,NA
PXMP2,NA
TMEM199,NA
JTB,NA
UGT1A7,NA
RANBP6,NA
P2RY6,NA
GALNT15,NA
FOXP4,NA
TBR1,NA
DEPDC1B,NA
SYT4,NA
AQP3,NA
ALCAM,NA
CD6,NA
MPP5,NA
SLC25A51,0
GPA33,NA
ZNF827,NA
TTYH1,NA
SYNGR2,NA
SCARA3,NA
TH,NA
FCGRT,NA
RAP1GAP,0
PHAX,0
WFIKKN1,NA
RRAS,NA
PHACTR3,NA
FOXD4L6,0
MED27,NA
MTG2,0
LIN28A,0
TES,NA
ACTL7A,NA
RXFP3,NA
UQCRQ,NA
JSRP1,NA
HIST1H4L,NA
HIST1H4A,NA
HIST1H4J,NA
HIST4H4,NA
HIST1H4F,NA
HIST1H4C,NA
HIST2H4B,0
HIST1H4D,NA
HIST2H4A,0
HIST1H4B,NA
HIST1H4H,NA
HIST1H4I,1
HIST1H4K,NA
HIST1H4E,NA
DNAJC30,NA
SETX,NA
CS,NA
PTPRA,NA
PPP2R3C,0
MLC1,NA
PSMG1,NA
PSMG2,NA
PRKCH,NA
TBCEL,0
FAM156B,0
FAM156A,0
RNF32,NA
TPD52,NA
GCSH,NA
KIF18B,NA
SEC62,NA
TRIB2,0
AMT,NA
HMGCS1,NA
MIER2,0
PSMB11,NA
ORC6,NA
AGL,NA
GNPDA2,NA
RASAL3,NA
RASGRP4,NA
TDP1,NA
NIPAL4,NA
SPG11,NA
GPR37,NA
NOP53,NA
CENPL,NA
RAB12,NA
CAPN7,NA
SYCP3,NA
STOX1,NA
PREP,NA
ILF3,NA
PTPRK,1
TMPRSS6,NA
APOC1,NA
RNF151,0
AHI1,NA
ZNF155,NA
SLC38A9,NA
CORO2B,NA
SYCE2,NA
ANKRD12,NA
RPS25,NA
CTSV,0
ULBP2,NA
ZFAND2A,NA
LAMA2,NA
TUBGCP5,NA
HEMK1,0
TSKS,0
RGS19,NA
SLC30A1,NA
RPGR,NA
EFNA2,NA
HRASLS,NA
GZF1,NA
ZKSCAN1,0
NOA1,NA
COMMD4,NA
CD300C,0
ANKRD27,0
ABCG4,NA
TMEM207,NA
GCDH,NA
EDDM3B,0
LOX,NA
SYP,NA
FSTL1,NA
HDAC10,0
IGF2BP3,NA
TBCD,NA
SCAMP1,NA
PLAC9,NA
NEMF,NA
UBE2D2,NA
CAMKK1,0
ALX4,NA
RPRD1B,NA
IL27RA,0
MUC15,0
CNR2,NA
WDR74,NA
PLOD2,NA
EHD3,NA
CD34,NA
MGME1,NA
BCL11A,1
SOHLH2,NA
CXCL17,NA
CENPK,0
MYH3,NA
GPR161,NA
PRRT1,NA
CCL27,NA
POP4,0
POP1,NA
KCTD17,NA
OR51E1,NA
RPP40,NA
NAB1,NA
MYNN,NA
MLXIP,NA
TMEM206,0
P2RX1,NA
NKD2,1
KLHL10,NA
HEPHL1,0
CDIP1,NA
ANKLE2,NA
MFSD3,0
PCDHGC3,NA
CAP1,NA
ERP27,0
KDELR3,0
JADE3,0
GOT1,NA
IGHMBP2,NA
NOM1,NA
TRDN,NA
IGKV3-20,0
SGCA,NA
TPR,1
ABCC12,NA
CHD2,1
TMEM219,0
TSPO,NA
ZNF451,NA
RAB29,0
SNX24,0
HIST1H4G,NA
TSACC,0
CAVIN2,NA
GHITM,0
GCSAM,0
ITPK1,NA
PPP1R16A,0
NUP88,NA
MYO1D,NA
PCBP3,NA
PRUNE2,NA
GAPVD1,NA
TMEM94,NA
RPA3,NA
NEK4,NA
SCNN1G,NA
TCF20,NA
TRIM36,NA
B4GALT2,NA
FOXD4,NA
NRAP,NA
ANKS4B,NA
TOMM6,NA
CWC27,NA
FAM3C,NA
KIF2A,NA
ELOVL5,NA
CXCL13,NA
RGS11,0
CASZ1,NA
SIGLEC12,NA
ODAPH,NA
PAEP,NA
AK5,NA
UGDH,NA
SOX6,NA
SHOX,NA
TEPSIN,0
PRMT7,NA
TSPAN14,0
TRIM31,NA
HSH2D,NA
ADAMTSL5,0
FBN1,NA
RAB32,NA
NCDN,NA
UMPS,NA
TRPM7,NA
ALPP,NA
BCL9L,1
BRSK1,NA
APOA5,NA
CDHR2,NA
CSTF2T,NA
SMYD3,NA
FCRL4,1
CXCL3,NA
TMEM59,NA
NDUFB9,NA
CEACAM5,NA
CLEC4G,NA
BFAR,0
MEIG1,NA
CREBL2,NA
THTPA,NA
TAF7,NA
PPIH,NA
SDR16C5,0
TMEM63A,0
KIFC2,NA
DLD,NA
F12,NA
URM1,NA
CTU1,NA
FGFBP1,NA
SEMA3B,0
PPCDC,NA
LEMD1,NA
VGLL2,NA
NFIL3,NA
PIH1D1,NA
MED11,NA
RAPH1,0
TMEM230,NA
HTR1B,NA
SCIN,NA
HMBS,NA
ZNF33B,NA
FOXN1,NA
HELLS,NA
SMS,NA
ZNF16,NA
ZNF121,NA
ZNF189,NA
APOA2,NA
NRBP1,0
SLC8A1,NA
TULP4,0
EMX2,NA
ARHGEF12,1
TSSK1B,0
NECAP2,NA
NSMCE1,NA
SPPL2A,NA
ZNF860,0
RIDA,0
ACBD6,NA
UBE2T,NA
ANGPTL5,NA
SHANK1,NA
APOA4,NA
POLD4,NA
AZIN1,NA
GULP1,NA
REEP3,NA
CLASRP,0
MRPS23,NA
CHAMP1,NA
MEST,NA
DPH3,NA
TPP1,NA
TEP1,NA
NVL,NA
TCERG1,NA
NR1I2,NA
TCIRG1,NA
CHCHD7,1
CNTNAP1,NA
SEPT3,NA
NTN4,NA
SCG5,NA
PDHX,NA
F10,NA
RAD1,NA
DSG2,NA
RNF19A,0
PRKRIP1,NA
AP1G2,NA
NT5C1A,NA
CHD1L,NA
ALK,1
LHX6,NA
MYO9B,NA
CLIP2,NA
TRIM42,0
CHPF,NA
HTR1A,NA
CAND2,NA
TMEM109,0
MDM1,NA
POLE,1
CDH17,1
CWC22,0
SULT1B1,NA
KLF1,NA
TLX1,1
ZNF436,NA
MEIS1,NA
TRIM50,NA
PMM1,NA
CD164L2,0
ZNF467,NA
ILKAP,0
HOXD8,NA
LY6G6F,0
MXD4,0
HNRNPA1L2,0
SCNN1B,NA
CEP135,NA
YME1L1,NA
RAB4A,NA
ZNF106,NA
FYCO1,NA
ABCD4,NA
CEP19,NA
HEBP2,0
GAL3ST3,NA
CEP104,NA
ZNF626,0
ST13,NA
SPTLC3,NA
MARK4,NA
HOXB7,NA
PDIA5,NA
ZNF480,NA
VARS,NA
ACOT12,NA
NAA11,0
GGPS1,NA
ZNF19,NA
PSME2,NA
MED24,NA
MED16,NA
SNX8,NA
FGG,NA
LIMS2,NA
MRPL15,NA
PFKFB1,NA
LIN7B,NA
FBXL5,NA
FAM163A,0
CSPP1,NA
ACHE,NA
COLQ,NA
PRDX2,NA
DOP1A,0
FANCF,1
COX11,NA
PRDX5,NA
PLA2G12A,NA
UCK1,NA
NUP58,NA
EIF5B,0
MYO9A,NA
MYO3A,NA
QRFPR,NA
ANO2,NA
RHOBTB2,NA
STXBP4,NA
NAMPT,NA
SLC25A23,0
VOPP1,NA
ELP5,NA
NHEJ1,NA
HOXC4,NA
CD300LG,NA
CYP1B1,1
API5,NA
BTG1,1
ZNF444,NA
EEF1E1,NA
ZBTB32,NA
BUD13,0
VPS4B,NA
RHBDL2,0
COL8A1,NA
ZBTB5,NA
SLC24A1,NA
DAGLA,NA
SLC48A1,0
TMEM159,NA
MS4A14,0
ZNF17,0
LRTM1,0
KLHL14,NA
GNG5,NA
KCNK1,NA
UGGT1,NA
IGF2BP2,1
GALNTL5,NA
ZNF385C,0
GPBP1L1,0
AP2S1,NA
SLBP,NA
CAPG,NA
TMEM44,0
HIST1H2BN,NA
DNAJC11,NA
SLC11A2,NA
ZNF135,NA
RABEPK,0
FBXL7,NA
THEMIS,NA
PI4K2B,NA
OGA,0
HENMT1,NA
TBCCD1,0
KIAA0319,NA
FUT11,NA
SLC22A7,NA
FASTKD5,NA
SRGAP1,NA
ALDH9A1,NA
CYP11A1,NA
GRHL2,NA
DLGAP5,NA
GCA,NA
S100A6,NA
CACTIN,0
KRTAP5-1,NA
ECPAS,0
OCA2,NA
ADPRHL2,NA
PLXNB2,NA
CDC123,NA
PAQR8,NA
DPM1,NA
HLA-DRA,NA
GDNF,NA
EHBP1,NA
TXNDC15,NA
FTSJ3,0
KRTAP10-10,0
SLC25A31,NA
INTS4,NA
RSBN1,NA
HSD3B2,NA
KRT33A,NA
HRASLS2,NA
ZNF518A,NA
ZNF555,0
BIRC8,0
SLC38A4,NA
MOSPD3,0
PITRM1,NA
ETNK1,1
ZDHHC21,NA
MCEE,NA
NCKAP1L,0
GFI1,NA
RASSF3,NA
TBC1D15,NA
MARK1,NA
FSBP,NA
GUK1,NA
ZG16,NA
TUBB4A,NA
PIP4P1,0
RILPL1,NA
